time_utc,u10_mean,v10_mean,wind10_mps_mean,wind10_mps_min,wind10_mps_max,wind10_mps_p10,wind10_mps_p90,wind10_direction_deg_mean
2025-01-09 14:00:00,2.1103585,-0.058329403,4.4190373,0.08276068,9.686794,1.7183682,7.7337313,271.58322
2025-01-09 15:00:00,2.4215477,-0.447438,4.679987,0.51268226,9.5770855,2.0177772,7.7941914,280.46866
2025-01-09 16:00:00,2.7947953,-0.8807975,4.9064293,0.41415069,9.731238,2.2428405,7.7552047,287.49258
2025-01-09 17:00:00,3.2236488,-1.1955616,5.0516834,0.3359384,9.670288,2.5074556,7.557975,290.34842
2025-01-09 18:00:00,3.761388,-1.4555986,5.202497,0.46087167,9.629531,2.8152041,7.510029,291.15567
2025-01-09 19:00:00,4.28879,-1.5058305,5.2953877,1.0000876,9.738737,3.2831504,7.387658,289.34662
2025-01-09 20:00:00,4.716006,-1.3885032,5.3811226,0.8685417,9.305328,3.3487954,7.452992,286.40567
2025-01-09 21:00:00,4.921128,-1.1039115,5.4344835,1.3983634,9.685888,3.3249276,7.345321,282.64334
2025-01-09 22:00:00,4.9285293,-0.5590874,5.3575315,1.8512549,9.837058,3.409561,6.992223,276.47192
2025-01-09 23:00:00,5.0151596,-0.2846424,5.421807,1.5847348,10.617696,3.5641851,6.918583,273.2484
2025-01-10 00:00:00,5.0625563,-0.12697993,5.488357,1.5107074,11.422224,3.425994,7.183526,271.4368
2025-01-10 01:00:00,5.023519,0.0034055968,5.445495,1.4522607,11.8259535,3.2504504,7.321926,269.96115
2025-01-10 02:00:00,4.91701,0.02953483,5.3375354,1.214076,12.2406225,3.0802593,7.1612372,269.65585
2025-01-10 03:00:00,4.8737783,0.09059885,5.2818184,1.2562226,12.241206,3.0423524,6.914035,268.93506
2025-01-10 04:00:00,4.8400393,0.0697904,5.2314606,0.7537962,12.240741,3.033471,6.7506113,269.1739
2025-01-10 05:00:00,4.726202,0.06741045,5.1398787,0.7326643,11.853781,2.9033759,6.57483,269.18283
2025-01-10 06:00:00,4.5559607,0.043180723,5.038768,0.531014,11.524051,2.7225227,6.433756,269.45697
2025-01-10 07:00:00,4.2898316,0.051619247,4.880575,0.559001,10.993104,2.281142,6.334042,269.3106
2025-01-10 08:00:00,4.0219893,0.07002382,4.7352567,0.19898333,10.30832,2.2912664,6.362349,269.00256
2025-01-10 09:00:00,4.0905547,0.024344366,4.893146,0.17946817,9.475637,2.5279567,6.738817,269.65903
2025-01-10 10:00:00,3.947373,0.057984635,4.7171383,0.25055096,8.973319,2.7295086,6.306931,269.15842
2025-01-10 11:00:00,4.148732,-0.11618289,4.9349732,0.121799596,9.031931,2.8476195,6.8468556,271.60413
2025-01-10 12:00:00,4.2118883,-0.40076673,5.00932,0.34508964,9.299185,2.7756715,7.152215,275.4354
2025-01-10 13:00:00,4.0619836,-0.7040727,4.903141,0.051600713,10.190367,2.406467,7.3894362,279.8335
2025-01-10 14:00:00,3.684398,-0.99087155,4.6143575,0.22014472,10.899823,1.7774534,7.2209563,285.0528
2025-01-10 15:00:00,3.1586068,-1.0506595,4.1701894,0.029950831,11.094481,1.413338,7.041611,288.39886
2025-01-10 16:00:00,2.951971,-1.0758922,4.0371857,0.09193496,11.403574,1.3486083,7.0489974,290.02505
2025-01-10 17:00:00,2.871418,-1.1372887,3.996874,0.044534966,11.742894,1.3772787,7.130727,291.60715
